Order ID,Customer ID,Product ID,Order Date,Quantity,Total Price,Order Status
59,155,57,2024-03-27,1,964.4,Shipped
60,282,76,2024-07-28,1,736.29,Delivered
61,318,60,2024-11-25,4,123.33,Shipped
62,294,10,2024-05-18,1,1249.27,Cancelled
63,474,75,2024-02-09,5,1910.75,Delivered
64,461,74,2024-12-15,2,676.98,Cancelled
65,514,20,2024-11-01,1,928.52,Shipped
66,87,65,2024-04-20,2,126.33,Cancelled
67,450,68,2024-04-23,5,1239.12,Shipped
68,382,37,2024-10-16,4,847.1,Shipped
69,696,77,2024-11-06,1,1588.99,Shipped
70,68,43,2024-05-11,1,1138.03,Cancelled
71,291,33,2024-05-26,5,1752.9,Shipped
72,84,75,2024-12-21,2,1837.66,Shipped
73,672,90,2024-06-26,4,301.46,Delivered
74,318,72,2024-02-11,4,1304.81,Shipped
75,131,86,2024-06-05,5,232.23,Cancelled
76,521,47,2024-07-17,1,757.07,Pending
77,220,44,2024-12-05,4,424.41,Pending
78,159,10,2024-06-29,3,1696.64,Delivered
79,520,99,2024-06-07,5,1678.48,Delivered
80,678,44,2024-09-05,5,305.55,Cancelled
81,158,21,2024-09-06,2,1671.12,Pending
82,449,6,2024-11-15,4,760.38,Pending
83,455,79,2024-04-19,3,1517.16,Cancelled
84,240,69,2024-12-07,2,653.46,Cancelled
85,199,48,2024-04-25,5,1969.66,Cancelled
86,289,100,2024-09-28,4,1030.67,Cancelled
87,166,26,2024-08-15,5,319.88,Shipped
88,54,83,2024-07-21,4,1754.53,Delivered
89,529,16,2024-12-30,3,213.56,Pending
90,280,58,2024-05-18,5,337.33,Cancelled
91,94,29,2024-03-14,4,1775.03,Delivered
92,425,7,2024-03-01,4,1028.91,Pending
93,396,11,2024-05-06,3,487.85,Shipped
94,102,92,2024-04-04,3,1593.19,Pending
95,40,37,2024-06-07,4,1407.34,Pending
96,481,58,2024-11-08,5,60.24,Delivered
97,20,33,2024-08-06,2,1678.18,Cancelled
98,114,100,2025-02-01,3,513.4,Delivered
99,49,31,2024-11-08,4,1295.96,Cancelled
100,65,15,2024-09-19,4,1213.64,Delivered
101,648,66,2024-08-02,5,521.78,Pending
102,299,55,2024-02-19,1,1248.88,Pending
103,585,54,2024-12-01,2,1345.52,Delivered
104,537,47,2024-10-15,1,1909.14,Delivered
105,400,61,2024-07-02,1,1289.56,Shipped
106,260,96,2024-10-26,1,746.33,Delivered
107,354,31,2025-01-19,1,1554.43,Shipped
108,137,6,2024-11-02,3,1114.73,Pending
109,476,90,2024-08-09,4,1281.88,Pending
110,65,92,2024-05-09,4,122.12,Pending
111,45,26,2024-05-20,1,665.41,Shipped
112,528,51,2024-09-24,5,973.13,Delivered
113,663,25,2024-09-16,3,746.1,Delivered
114,672,43,2024-06-26,3,292.73,Shipped
115,448,52,2024-02-25,4,1794.54,Cancelled
116,348,24,2024-03-12,4,1399.53,Shipped
117,532,35,2024-02-23,1,1467.81,Delivered
118,441,78,2024-10-07,2,1113.68,Shipped
119,106,11,2024-06-14,3,1338.79,Shipped
120,457,78,2024-05-19,4,374.96,Cancelled
121,360,58,2024-08-28,1,1467.29,Shipped
122,630,56,2024-06-24,3,1296.97,Delivered
123,77,86,2024-07-21,4,758.46,Pending
124,32,19,2025-01-25,5,1372.27,Cancelled
125,36,17,2024-05-22,1,510.19,Shipped
126,371,50,2024-03-16,5,113.15,Pending
127,696,58,2024-08-03,3,775.43,Delivered
128,588,18,2024-03-25,5,765.55,Shipped
129,666,36,2025-01-09,2,1923.01,Delivered
130,191,64,2024-11-19,5,804.63,Delivered
131,269,100,2024-03-01,3,1422.87,Pending
132,627,37,2024-06-07,4,440.35,Pending
133,76,58,2024-11-29,2,1802.42,Cancelled
134,90,88,2024-11-12,3,1352.29,Delivered
135,564,70,2024-07-11,3,1788.1,Pending
136,654,23,2024-12-18,3,1042.07,Delivered
137,206,18,2024-03-31,2,1591.23,Delivered
138,370,71,2025-01-06,5,769.38,Pending
139,627,12,2024-03-31,1,653.12,Cancelled
140,539,53,2024-09-18,4,1655.51,Delivered
141,129,41,2024-05-28,1,927.45,Shipped
142,132,100,2024-09-11,5,1297.6,Pending
143,133,56,2024-04-19,5,1825.89,Delivered
144,128,67,2024-09-07,2,643.04,Pending
145,331,91,2024-03-07,2,724.75,Shipped
146,81,33,2024-07-21,2,1288.36,Shipped
147,129,81,2024-05-07,3,1248.14,Delivered
148,515,83,2024-06-08,2,1204.03,Pending
149,176,85,2024-09-11,5,1455.23,Shipped
150,578,6,2024-09-01,1,208.38,Shipped
151,667,27,2024-11-24,5,862.34,Delivered
152,510,81,2024-10-15,5,614.86,Shipped
153,495,32,2024-05-13,4,630.0,Delivered
154,62,21,2024-09-05,4,860.46,Cancelled
155,209,44,2024-08-26,5,330.15,Shipped
156,354,52,2024-12-15,2,1533.3,Delivered
157,327,31,2024-05-25,4,288.92,Cancelled
158,254,19,2024-10-26,1,148.68,Cancelled
159,631,54,2024-02-10,2,1927.24,Pending
160,336,74,2024-03-27,3,420.18,Pending
161,511,66,2024-11-27,4,1022.58,Shipped
162,510,3,2024-11-27,1,1893.2,Cancelled
163,247,28,2024-02-28,5,738.15,Delivered
164,289,64,2025-01-05,5,1770.56,Cancelled
165,293,69,2024-12-03,1,1701.99,Cancelled
166,138,34,2024-10-30,3,1539.52,Shipped
167,47,52,2024-11-04,1,1162.05,Pending
168,372,71,2024-11-15,3,193.39,Cancelled
169,564,36,2024-06-02,5,1376.78,Delivered
170,132,13,2024-12-29,4,777.74,Shipped
171,572,47,2024-06-21,2,438.16,Cancelled
172,513,6,2025-01-18,1,125.88,Shipped
173,486,67,2024-11-28,4,340.43,Pending
174,336,79,2024-07-24,3,366.88,Shipped
175,608,44,2024-11-18,5,1665.16,Cancelled
176,577,39,2025-01-10,4,1640.71,Shipped
177,340,87,2024-04-25,1,1960.8,Shipped
178,645,4,2024-04-13,5,975.45,Pending
179,53,75,2024-06-05,4,382.5,Cancelled
180,152,88,2024-08-01,2,111.56,Delivered
181,196,3,2024-04-30,4,661.7,Pending
182,423,89,2024-07-29,2,850.24,Cancelled
183,64,91,2024-06-21,2,1061.43,Shipped
184,679,62,2024-06-10,5,784.81,Pending
185,471,69,2024-04-19,3,1115.23,Shipped
186,625,62,2024-10-22,2,1916.81,Shipped
187,572,39,2024-11-01,2,1885.9,Shipped
188,296,91,2024-05-12,2,1395.97,Cancelled
189,325,62,2024-05-11,3,1142.95,Shipped
190,295,16,2024-09-23,5,1369.41,Cancelled
191,405,45,2024-11-18,2,616.38,Shipped
192,81,45,2025-01-29,4,1329.15,Cancelled
193,220,26,2024-02-10,5,578.71,Shipped
194,141,14,2024-03-27,5,1494.74,Pending
195,249,7,2024-03-19,5,490.06,Pending
196,54,13,2024-10-08,4,694.07,Cancelled
197,103,88,2024-07-10,2,60.1,Pending
198,417,84,2024-07-16,4,981.02,Pending
199,295,42,2024-07-04,3,1309.5,Delivered
200,668,74,2024-12-11,2,1093.55,Delivered
201,180,54,2024-08-08,2,1871.15,Delivered
202,407,64,2024-12-07,2,1876.39,Shipped
203,39,2,2024-02-20,3,1157.53,Delivered
204,344,37,2024-12-20,4,1978.74,Cancelled
205,138,65,2024-08-25,4,582.03,Delivered
206,339,21,2024-02-25,4,1314.16,Pending
207,15,95,2025-01-21,3,1592.0,Pending
208,180,79,2024-08-18,4,1662.63,Shipped
209,89,52,2024-06-26,1,410.32,Pending
210,489,42,2024-02-08,2,63.32,Cancelled
211,242,58,2024-09-08,3,1910.37,Shipped
212,597,93,2024-07-20,5,72.3,Shipped
213,242,8,2024-02-14,1,957.52,Pending
214,416,88,2024-08-15,5,1850.06,Shipped
215,121,82,2025-01-06,3,766.71,Pending
216,225,18,2024-12-08,4,348.71,Shipped
217,426,90,2024-06-08,5,1829.95,Pending
218,254,88,2024-12-04,5,1752.61,Delivered
219,539,58,2024-08-29,5,1422.34,Delivered
220,578,15,2024-08-11,1,1666.11,Pending
221,587,69,2024-05-21,2,370.85,Cancelled
222,120,88,2024-09-12,2,1447.99,Cancelled
223,94,66,2024-06-10,4,1626.95,Cancelled
224,136,66,2024-10-05,4,940.76,Delivered
225,573,60,2024-02-28,3,1460.4,Cancelled
226,261,1,2024-11-13,2,1177.71,Delivered
227,434,45,2024-03-02,1,1105.27,Delivered
228,71,61,2024-09-08,1,609.83,Pending
229,139,99,2024-03-08,4,780.2,Cancelled
230,460,49,2024-09-05,4,206.49,Pending
231,670,45,2024-12-01,1,398.02,Cancelled
232,542,17,2024-03-16,2,1677.9,Delivered
233,306,60,2024-08-26,5,877.05,Cancelled
234,236,32,2024-04-03,4,725.01,Shipped
235,194,93,2024-12-08,1,112.82,Cancelled
236,630,99,2024-08-19,1,519.3,Delivered
237,104,77,2024-12-26,1,920.56,Delivered
238,251,95,2024-12-28,1,834.42,Pending
239,553,28,2024-03-07,1,323.26,Shipped
240,240,94,2024-09-11,5,671.86,Shipped
241,243,39,2025-01-25,2,1972.11,Pending
242,424,39,2024-08-01,3,168.87,Pending
243,642,87,2024-09-25,4,1133.91,Delivered
244,353,83,2024-10-11,4,1582.32,Shipped
245,427,53,2024-04-16,2,634.78,Pending
246,551,61,2024-11-20,2,1706.21,Shipped
247,148,60,2024-03-01,1,1146.65,Cancelled
248,571,68,2024-11-25,2,807.42,Shipped
249,209,43,2024-10-24,1,1848.34,Shipped
250,95,69,2024-07-18,2,150.5,Cancelled
251,690,78,2024-12-15,5,127.12,Delivered
252,193,98,2024-05-19,5,1462.4,Pending
253,491,27,2024-07-31,3,641.22,Delivered
254,217,25,2024-07-26,1,1506.41,Cancelled
255,249,90,2025-01-12,5,1422.35,Cancelled
256,246,71,2025-01-08,3,1562.25,Cancelled
257,478,69,2024-11-14,3,651.42,Shipped
258,526,64,2024-04-01,4,242.29,Cancelled
259,328,27,2024-10-11,3,660.2,Delivered
260,577,29,2024-06-09,2,81.63,Cancelled
261,303,20,2024-03-01,2,693.24,Cancelled
262,584,32,2024-04-12,4,1123.75,Shipped
263,264,98,2024-10-10,4,1934.69,Cancelled
264,472,22,2024-09-12,3,380.07,Cancelled
265,189,70,2024-06-12,1,1071.69,Delivered
266,685,7,2024-07-27,1,854.16,Pending
267,70,91,2024-08-24,2,67.83,Cancelled
268,383,8,2024-12-01,5,1293.57,Cancelled
269,676,63,2024-10-27,1,62.89,Cancelled
270,13,3,2024-11-15,5,1458.28,Shipped
271,18,65,2024-12-16,4,1622.03,Pending
272,110,13,2024-07-18,5,340.35,Pending
273,635,68,2025-01-12,3,1639.67,Shipped
274,407,11,2024-02-10,3,1920.63,Cancelled
275,579,32,2024-07-06,2,634.95,Delivered
276,670,84,2024-09-12,1,232.33,Cancelled
277,387,71,2024-05-26,4,159.42,Delivered
278,176,11,2024-02-04,4,1698.39,Shipped
279,580,13,2024-10-01,5,1842.35,Pending
280,217,89,2024-12-19,5,977.23,Delivered
281,77,88,2024-07-02,3,1803.66,Delivered
282,184,41,2024-02-09,1,1924.86,Pending
283,408,10,2024-02-05,3,366.78,Pending
284,581,50,2024-04-29,5,696.87,Pending
285,81,65,2024-06-06,3,154.71,Cancelled
286,238,10,2024-07-16,3,1230.08,Cancelled
287,335,4,2024-03-31,3,1577.92,Cancelled
288,503,30,2024-05-12,3,1128.42,Cancelled
289,443,24,2024-12-30,5,1338.31,Delivered
290,634,38,2024-04-28,2,1440.56,Delivered
291,275,20,2024-09-15,4,1437.77,Pending
292,399,41,2024-10-20,3,257.77,Delivered
293,316,57,2024-11-26,3,1534.63,Delivered
294,136,12,2024-06-07,2,890.41,Cancelled
295,106,4,2024-08-26,1,740.13,Delivered
296,612,77,2024-07-28,3,1734.25,Delivered
297,299,53,2024-10-12,4,1569.38,Pending
298,586,67,2024-10-17,2,1386.37,Pending
299,143,35,2024-04-19,3,573.39,Pending
300,65,22,2024-11-27,4,588.13,Shipped
301,496,10,2024-12-17,3,540.81,Pending
302,641,64,2024-09-12,5,1252.5,Cancelled
303,110,18,2025-01-26,3,63.2,Cancelled
304,341,80,2024-06-18,4,1617.95,Shipped
305,451,43,2025-01-13,4,1640.18,Pending
306,308,42,2025-01-08,5,1897.19,Pending
307,491,41,2024-11-05,2,1930.92,Shipped
308,299,95,2025-01-03,4,1937.14,Pending
309,334,49,2024-09-13,3,1642.16,Cancelled
310,374,15,2024-04-01,5,439.61,Pending
311,699,99,2024-04-15,5,102.49,Cancelled
312,215,57,2024-11-28,3,1671.0,Delivered
313,419,87,2024-03-30,4,321.4,Shipped
314,248,33,2024-04-22,2,1444.71,Cancelled
315,76,58,2024-05-31,5,984.51,Cancelled
316,548,65,2024-04-12,4,1110.11,Shipped
317,550,77,2024-03-12,1,263.27,Pending
318,674,86,2024-02-12,3,374.36,Delivered
319,577,83,2024-08-27,4,1935.28,Shipped
320,441,14,2024-09-22,1,242.28,Pending
321,523,96,2024-12-26,5,1138.09,Pending
322,457,48,2024-02-17,4,952.97,Pending
323,354,4,2024-11-30,4,253.87,Cancelled
324,88,15,2024-03-22,2,729.24,Shipped
325,467,27,2024-08-29,5,991.71,Cancelled
326,100,57,2024-06-16,4,671.87,Shipped
327,46,91,2024-02-28,1,94.04,Shipped
328,664,14,2024-06-08,2,1863.35,Pending
329,529,23,2025-01-05,5,362.26,Cancelled
330,474,30,2024-06-03,4,1278.03,Pending
331,656,85,2025-01-27,4,821.39,Pending
332,461,76,2024-05-01,4,808.23,Pending
333,211,36,2024-10-14,1,1175.83,Pending
334,375,42,2024-04-23,2,942.22,Shipped
335,687,63,2024-04-20,5,1933.54,Shipped
336,612,50,2024-05-29,5,815.46,Delivered
337,357,46,2024-04-05,4,1253.86,Shipped
338,630,76,2024-07-15,1,1360.61,Shipped
339,121,31,2024-05-17,3,278.05,Shipped
340,145,66,2024-05-02,4,865.57,Pending
341,589,50,2025-01-30,4,412.22,Pending
342,569,22,2025-01-24,4,613.23,Pending
343,323,58,2024-04-26,5,154.54,Shipped
344,10,63,2024-11-27,2,430.5,Cancelled
345,576,65,2024-06-19,4,847.81,Cancelled
346,426,91,2024-02-12,4,1002.96,Delivered
347,579,4,2024-03-26,2,619.58,Shipped
348,231,69,2025-01-07,3,378.01,Cancelled
349,580,96,2025-01-16,4,1121.97,Delivered
350,587,15,2024-07-21,3,1561.47,Shipped
351,556,97,2024-03-20,1,1532.01,Cancelled
352,560,28,2024-12-21,4,249.71,Pending
353,305,5,2024-06-26,4,562.49,Delivered
354,450,16,2024-02-11,2,459.26,Shipped
355,625,81,2024-07-23,4,373.66,Pending
356,212,27,2025-01-03,1,1161.64,Shipped
357,612,69,2024-11-16,2,681.12,Shipped
358,297,74,2024-12-29,3,1907.17,Delivered
359,139,97,2024-11-15,4,1841.6,Shipped
360,672,17,2024-04-23,2,536.87,Shipped
361,254,98,2024-06-28,4,1004.44,Shipped
362,643,54,2024-02-21,4,931.38,Delivered
363,413,66,2024-07-24,3,1404.67,Shipped
364,466,63,2024-07-21,3,1184.81,Delivered
365,470,82,2024-07-06,3,1707.71,Cancelled
366,224,55,2024-04-19,2,1014.69,Shipped
367,291,44,2024-04-21,5,1176.97,Cancelled
368,352,88,2024-11-27,1,139.59,Cancelled
369,17,16,2024-06-28,2,910.51,Delivered
370,439,26,2024-09-18,2,1770.19,Shipped
371,163,36,2024-12-14,1,1326.45,Shipped
372,85,48,2024-03-21,2,150.99,Shipped
373,240,55,2024-03-09,1,1422.21,Delivered
374,219,62,2024-04-10,1,308.76,Pending
375,532,88,2024-08-16,4,68.11,Shipped
376,124,55,2025-01-21,2,981.52,Pending
377,393,12,2024-09-13,1,251.24,Shipped
378,307,18,2024-11-09,4,1558.25,Pending
379,657,87,2024-08-20,2,183.4,Delivered
380,625,84,2024-03-20,2,908.19,Pending
381,644,96,2024-04-05,2,1843.79,Cancelled
382,223,12,2024-11-21,1,323.03,Delivered
383,604,94,2024-04-23,4,735.49,Cancelled
384,323,18,2024-03-19,2,590.09,Delivered
385,255,71,2025-02-01,5,1220.02,Shipped
386,28,85,2024-08-09,3,450.62,Pending
387,402,38,2024-11-15,1,1578.41,Pending
388,507,50,2024-09-23,1,520.11,Delivered
389,541,2,2024-06-20,3,1871.15,Pending
390,397,73,2024-11-19,4,762.55,Pending
391,483,99,2024-06-04,1,82.54,Delivered
392,15,34,2024-07-12,2,127.66,Delivered
393,408,65,2024-04-16,3,1275.71,Cancelled
394,434,90,2024-04-23,4,210.73,Pending
395,285,11,2024-03-08,3,204.09,Pending
396,160,69,2024-12-08,3,811.93,Delivered
397,318,90,2024-08-16,4,1473.42,Pending
398,60,32,2024-06-20,1,1853.02,Delivered
399,465,79,2024-08-05,5,157.31,Pending
400,123,2,2024-05-11,2,1417.92,Pending
401,509,45,2024-08-17,5,1058.58,Shipped
402,171,48,2024-03-16,2,1512.06,Shipped
403,121,99,2024-07-28,1,703.27,Cancelled
404,279,68,2024-02-08,1,562.75,Delivered
405,509,59,2024-02-04,5,752.24,Cancelled
406,581,22,2024-06-28,3,356.75,Delivered
407,588,87,2024-12-10,1,495.39,Delivered
408,46,2,2024-07-14,2,139.66,Shipped
409,393,20,2024-07-06,2,1865.76,Delivered
410,567,92,2024-12-31,4,487.8,Pending
411,427,93,2024-03-11,3,578.95,Delivered
412,586,48,2024-06-18,1,1028.98,Delivered
413,184,29,2024-06-20,5,1963.76,Cancelled
414,71,60,2024-06-01,3,1558.38,Shipped
415,336,12,2024-12-22,5,940.66,Shipped
416,206,38,2024-02-27,5,1579.79,Pending
417,476,48,2024-07-19,5,1945.12,Pending
418,560,98,2024-12-27,2,343.6,Cancelled
419,25,30,2024-10-12,5,725.53,Delivered
420,344,1,2024-05-28,4,1705.56,Shipped
421,107,27,2024-05-01,5,1967.08,Cancelled
422,504,8,2024-10-31,2,1437.72,Delivered
423,45,30,2024-03-05,5,855.46,Shipped
424,470,96,2024-10-11,1,1182.5,Pending
425,653,51,2024-10-08,1,1204.2,Delivered
426,446,85,2024-12-12,2,511.7,Shipped
427,323,51,2024-07-02,3,670.21,Shipped
428,240,10,2025-01-07,2,315.42,Delivered
429,160,14,2024-08-03,2,926.66,Shipped
430,417,16,2024-02-08,5,748.66,Pending
431,463,40,2024-05-18,4,566.77,Delivered
432,93,21,2024-11-11,3,1661.45,Delivered
433,221,42,2024-10-10,2,227.87,Pending
434,365,51,2025-01-15,5,145.45,Shipped
435,267,23,2024-06-06,1,1906.59,Cancelled
436,570,96,2024-02-19,5,537.21,Cancelled
437,105,18,2024-03-27,1,73.32,Pending
438,134,26,2024-12-27,4,775.87,Delivered
439,597,76,2024-05-08,3,1838.99,Delivered
440,23,9,2024-04-10,2,1809.87,Cancelled
441,132,12,2024-09-08,3,288.93,Cancelled
442,52,22,2024-02-05,5,894.65,Cancelled
443,509,4,2024-03-22,4,1382.27,Pending
444,363,28,2024-08-21,2,586.21,Cancelled
445,153,5,2024-04-02,5,1257.39,Pending
446,663,38,2024-03-27,4,853.38,Cancelled
447,63,12,2024-10-28,3,796.88,Cancelled
448,205,83,2024-08-02,5,535.84,Delivered
449,392,92,2024-11-24,3,985.38,Cancelled
450,353,73,2024-02-17,5,677.13,Shipped
451,185,4,2024-02-25,3,1214.38,Delivered
452,288,8,2024-09-20,4,1082.39,Pending
453,164,13,2024-12-09,2,1330.89,Shipped
454,547,95,2024-04-23,1,1539.9,Pending
455,590,50,2025-01-03,3,1873.65,Pending
456,181,31,2024-11-15,5,670.11,Shipped
457,606,4,2024-10-15,3,1897.74,Pending
458,577,25,2024-05-25,4,1107.14,Pending
459,503,5,2024-06-25,1,159.53,Pending
460,21,68,2024-09-28,4,51.33,Pending
461,134,44,2024-07-12,2,1841.62,Shipped
462,61,3,2024-12-17,2,1193.89,Pending
463,114,68,2024-04-03,3,1923.09,Shipped
464,679,51,2024-07-13,5,247.01,Shipped
465,331,18,2024-04-08,2,1478.09,Cancelled
466,655,63,2024-04-09,3,389.7,Shipped
467,229,86,2025-01-30,5,1638.19,Cancelled
468,315,94,2024-08-21,3,298.33,Delivered
469,587,51,2024-03-31,5,113.15,Shipped
470,627,29,2024-11-16,5,253.01,Cancelled
471,145,43,2024-12-12,1,514.09,Shipped
472,172,82,2024-12-12,1,1652.24,Shipped
473,458,2,2024-10-18,3,458.88,Delivered
474,359,33,2024-04-12,1,1454.81,Delivered
475,396,57,2024-06-22,4,1939.75,Cancelled
476,505,49,2025-01-08,3,1114.75,Delivered
477,491,74,2025-01-26,2,367.18,Delivered
478,35,38,2024-03-15,1,671.5,Delivered
479,76,44,2024-12-03,2,1781.47,Pending
480,77,71,2024-04-05,1,709.0,Cancelled
481,32,56,2024-02-13,2,1234.27,Cancelled
482,161,7,2024-08-13,1,695.63,Pending
483,420,90,2024-04-21,5,1457.97,Shipped
484,677,37,2024-05-30,3,513.22,Delivered
485,403,74,2024-07-07,5,1687.72,Pending
486,56,47,2024-10-01,1,883.83,Shipped
487,678,81,2024-06-25,5,986.64,Delivered
488,27,27,2025-01-20,2,1294.47,Delivered
489,485,15,2024-12-24,3,1580.51,Cancelled
490,501,85,2024-05-14,3,227.72,Cancelled
491,190,48,2024-09-30,4,770.33,Cancelled
492,46,34,2024-06-05,4,956.86,Pending
493,276,73,2024-02-13,1,344.7,Delivered
494,88,86,2024-12-02,3,1625.95,Cancelled
495,604,30,2024-02-12,5,168.92,Cancelled
496,536,54,2024-06-09,5,1389.78,Cancelled
497,587,31,2024-02-13,4,632.76,Cancelled
498,36,65,2025-01-12,5,1805.89,Pending
499,124,97,2024-08-02,4,387.11,Pending
500,217,25,2024-02-15,2,133.22,Delivered
501,700,56,2024-11-13,2,1994.67,Pending
502,610,34,2025-01-05,3,1826.07,Delivered
503,90,50,2024-03-29,5,824.84,Shipped
504,283,67,2025-01-21,4,1838.47,Delivered
505,639,76,2024-07-09,5,1574.29,Delivered
506,425,20,2024-02-20,2,1154.86,Delivered
507,109,73,2024-08-29,1,1582.2,Shipped
508,421,34,2024-06-27,4,1326.84,Cancelled
509,39,23,2024-11-24,3,835.8,Cancelled
510,40,51,2024-09-21,3,1396.5,Delivered
511,487,35,2024-11-08,3,89.45,Shipped
512,319,36,2024-08-23,4,1723.56,Delivered
513,234,18,2024-04-07,3,1949.73,Cancelled
514,329,35,2024-04-03,4,1229.71,Delivered
515,193,57,2024-03-11,2,1831.19,Cancelled
516,497,98,2024-02-07,5,1741.02,Delivered
517,528,21,2024-06-16,1,656.69,Cancelled
518,139,100,2025-01-15,5,1764.7,Delivered
519,178,25,2024-04-28,2,1682.1,Pending
520,34,59,2024-03-08,1,1840.16,Pending
521,281,48,2024-07-14,4,1035.0,Delivered
522,698,4,2024-02-27,2,776.31,Cancelled
523,182,61,2024-03-16,5,1125.1,Shipped
524,168,34,2024-08-04,1,605.89,Cancelled
525,51,21,2024-07-31,5,1570.67,Pending
526,227,83,2024-07-12,2,1371.51,Shipped
527,668,53,2024-12-30,5,89.1,Delivered
528,486,17,2025-01-15,2,1222.23,Delivered
529,230,33,2024-08-28,5,1619.92,Shipped
530,659,36,2024-07-22,4,1796.19,Shipped
531,471,33,2024-03-25,2,960.06,Cancelled
532,599,14,2024-12-30,1,1047.45,Shipped
533,575,83,2024-09-23,5,1237.65,Shipped
534,111,62,2024-12-12,1,705.75,Shipped
535,656,42,2024-10-06,3,559.24,Shipped
536,193,20,2024-02-02,5,1542.68,Delivered
537,615,52,2024-06-01,3,1377.47,Delivered
538,672,64,2024-08-04,3,555.88,Cancelled
539,415,50,2024-08-02,1,1186.9,Pending
540,352,93,2025-01-16,2,1388.32,Cancelled
541,688,46,2025-01-17,5,635.38,Pending
542,674,72,2024-05-11,2,622.88,Cancelled
543,132,95,2024-03-22,3,1464.11,Pending
544,697,43,2024-06-06,1,483.39,Pending
545,315,54,2024-10-13,3,774.78,Shipped
546,475,16,2024-08-29,4,154.67,Delivered
547,484,25,2024-06-22,5,283.64,Cancelled
548,543,39,2024-09-27,4,155.42,Pending
549,141,26,2024-10-18,3,847.92,Cancelled
550,147,41,2024-11-06,2,1568.94,Cancelled
551,341,81,2024-03-10,2,661.16,Delivered
552,5,58,2024-08-05,3,458.3,Pending
553,591,98,2024-08-11,2,1004.68,Delivered
554,133,79,2024-11-18,4,1285.3,Cancelled
555,440,62,2024-12-20,4,59.1,Pending
556,383,2,2024-12-28,3,1525.85,Pending
557,19,87,2024-09-10,1,1272.04,Pending
558,232,89,2024-04-18,3,658.58,Delivered
559,393,65,2024-03-21,5,646.92,Delivered
560,47,39,2024-04-27,3,939.06,Shipped
561,445,88,2024-08-19,2,718.33,Cancelled
562,368,97,2024-03-23,2,371.52,Cancelled
563,20,30,2024-12-10,2,1467.98,Pending
564,217,94,2025-02-01,1,1199.9,Pending
565,127,47,2024-03-28,1,781.63,Shipped
566,548,80,2024-04-29,1,1208.15,Delivered
567,678,14,2024-10-15,1,144.06,Delivered
568,427,57,2024-03-04,4,291.01,Shipped
